Ticker,Company,Sector,Industry,Country,Market Cap,ATR,Prev Close,Open,High,Low
SNFCA,Security National Financial Corporation,Financial,Credit Services,USA,155.23M,0.41,9.24,,,
SNGX,"Soligenix, Inc.",Healthcare,Biotechnology,USA,51.72M,0.18,1.72,,,
SNLN,Highland/iBoxx Senior Loan ETF,Financial,Exchange Traded Fund,USA,-,0.06,16.16,,,
SNOA,"Sonoma Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,16.86M,0.62,8.43,,,
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,USA,41.18B,6.74,270.14,,,
SNRHU,Senior Connect Acquisition Corp. I,Financial,Shell Companies,USA,-,0.14,10.9,,,
SNSR,Global X Internet of Things ETF,Financial,Exchange Traded Fund,USA,-,0.49,33.89,,,
SNSS,"Sunesis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,53.48M,0.2,3.03,,,
SNUG,Alpha Architect Merlyn.AI Tactical Growth and Income ETF,Financial,Exchange Traded Fund,USA,-,0.14,28.11,,,
SNY,Sanofi,Healthcare,Drug Manufacturers - General,France,124.68B,0.8,49.69,,,
SOCL,Global X Social Media ETF,Financial,Exchange Traded Fund,USA,-,1.17,67.67,,,
SOHO,Sotherly Hotels Inc.,Real Estate,REIT - Hotel & Motel,USA,41.08M,0.16,2.69,,,
SOHU,Sohu.com Limited,Communication Services,Internet Content & Information,China,719.39M,0.83,18.56,,,
SOLO,Electrameccanica Vehicles Corp.,Consumer Cyclical,Auto Manufacturers,Canada,698.66M,0.76,8.16,,,
SOLY,"Soliton, Inc.",Healthcare,Medical Devices,USA,197.39M,0.63,10.4,,,
SONA,"Southern National Bancorp of Virginia, Inc.",Financial,Banks - Regional,USA,317.58M,0.55,12.78,,,
SONM,"Sonim Technologies, Inc.",Technology,Communication Equipment,USA,61.10M,0.05,0.94,,,
SONN,"Sonnet BioTherapeutics Holdings, Inc.",Healthcare,Biotechnology,USA,48.38M,0.13,2.76,,,
SONO,"Sonos, Inc.",Technology,Consumer Electronics,USA,3.25B,1.1,28.3,,,
SOXX,iShares PHLX Semiconductor ETF,Financial,Exchange Traded Fund,USA,-,8.51,417.35,,,
SP,SP Plus Corporation,Industrials,Specialty Business Services,USA,730.51M,1.38,31.61,,,
SPCB,SuperCom Ltd.,Industrials,Security & Protection Services,Israel,25.02M,0.12,1.31,,,
SPFI,"South Plains Financial, Inc.",Financial,Banks - Regional,USA,367.45M,0.46,20.09,,,
SPI,"SPI Energy Co., Ltd.",Technology,Solar,Hong Kong,267.05M,0.99,11.23,,,
SPKE,"Spark Energy, Inc.",Utilities,Utilities - Regulated Electric,USA,390.45M,0.37,10.87,,,
SPLK,Splunk Inc.,Technology,Software - Infrastructure,USA,27.80B,4.95,170.9,,,
SPNE,SeaSpine Holdings Corporation,Healthcare,Medical Devices,USA,483.97M,0.9,17.15,,,
SPNS,Sapiens International Corporation N.V.,Technology,Software - Application,Israel,1.86B,1.24,34.45,,,
SPOK,"Spok Holdings, Inc.",Communication Services,Telecom Services,USA,238.37M,0.41,12.37,,,
SPPI,"Spectrum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,614.62M,0.26,3.99,,,
SPRB,"Spruce Biosciences, Inc.",Healthcare,Biotechnology,USA,511.07M,1.77,21.72,,,
SPRO,"Spero Therapeutics, Inc.",Healthcare,Biotechnology,USA,516.73M,1.39,18.79,,,
SPRT,"Support.com, Inc.",Technology,Software - Application,USA,40.85M,0.11,2.14,,,
SPSC,"SPS Commerce, Inc.",Technology,Software - Infrastructure,USA,3.82B,3.95,108.55,,,
SPT,"Sprout Social, Inc.",Technology,Software - Application,USA,3.43B,3.26,64.83,,,
SPTN,SpartanNash Company,Consumer Defensive,Food Distribution,USA,656.67M,0.63,18.1,,,
SPWH,"Sportsman's Warehouse Holdings, Inc.",Consumer Cyclical,Leisure,USA,775.10M,0.45,17.64,,,
SPWR,SunPower Corporation,Technology,Solar,USA,8.82B,3.62,47.21,,,
SQBG,"Sequential Brands Group, Inc.",Consumer Cyclical,Apparel Manufacturing,USA,29.02M,1.25,16.97,,,
SQFT,"Presidio Property Trust, Inc.",Real Estate,REIT - Diversified,USA,36.73M,0.66,3.74,,,
SQLV,Legg Mason Small-Cap Quality Value ETF,Financial,Exchange Traded Fund,USA,-,0.47,32.75,,,
SQQQ,ProShares UltraPro Short QQQ,Financial,Exchange Traded Fund,USA,-,0.62,13.4,,,
SRAC,Stable Road Acquisition Corp.,Financial,Shell Companies,USA,592.18M,2.38,24.85,,,
SRACU,Stable Road Acquisition Corp.,Financial,Shell Companies,USA,-,2.91,30.5,,,
SRAX,"SRAX, Inc.",Communication Services,Advertising Agencies,USA,49.21M,0.34,3.03,,,
SRCE,1st Source Corporation,Financial,Banks - Regional,USA,1.11B,1.3,42.78,,,
SRCL,"Stericycle, Inc.",Industrials,Waste Management,USA,6.41B,1.79,68.96,,,
SRDX,"Surmodics, Inc.",Healthcare,Diagnostics & Research,USA,648.00M,2,45.86,,,
SRET,Global X SuperDividend REIT ETF,Financial,Exchange Traded Fund,USA,-,0.13,9.03,,,
SREV,"ServiceSource International, Inc.",Technology,Software - Application,USA,176.04M,0.14,1.88,,,
SRGA,"Surgalign Holdings, Inc.",Healthcare,Medical Devices,USA,168.48M,0.15,2.08,,,
SRNE,"Sorrento Therapeutics, Inc.",Healthcare,Biotechnology,USA,2.13B,0.71,9.64,,,
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,USA,7.72B,9.47,98.24,,,
SRRA,"Sierra Oncology, Inc.",Healthcare,Biotechnology,Canada,175.24M,0.5,15.96,,,
SRRK,Scholar Rock Holding Corporation,Healthcare,Biotechnology,USA,1.95B,4.13,57.46,,,
SRSAU,Sarissa Capital Acquisition Corp.,Financial,Shell Companies,USA,-,0.34,10.98,,,
SRTS,"Sensus Healthcare, Inc.",Healthcare,Medical Devices,USA,63.51M,0.35,3.81,,,
SSB,South State Corporation,Financial,Banks - Regional,USA,5.71B,2.67,79.58,,,
SSBI,Summit State Bank,Financial,Banks - Regional,USA,100.46M,0.55,16.69,,,
SSKN,"STRATA Skin Sciences, Inc.",Healthcare,Medical Devices,USA,62.62M,0.15,1.9,,,
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Software - Application,USA,17.39B,1.75,67.51,,,
SSNT,"SilverSun Technologies, Inc.",Technology,Software - Application,USA,20.98M,0.28,4.56,,,
SSP,The E.W. Scripps Company,Communication Services,Broadcasting,USA,1.21B,0.69,14.73,,,
SSPK,Silver Spike Acquisition Corp.,Financial,Shell Companies,USA,761.10M,1.77,23.6,,,
SSRM,SSR Mining Inc.,Basic Materials,Gold,Canada,4.02B,0.81,17.47,,,
SSSS,SuRo Capital Corp.,Financial,Asset Management,USA,296.72M,0.6,14.66,,,
SSTI,"ShotSpotter, Inc.",Technology,Software - Application,USA,580.55M,2.41,48.5,,,
SSYS,Stratasys Ltd.,Technology,Computer Hardware,USA,2.16B,2.47,38.15,,,
STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,USA,4.35B,4.33,91.37,,,
STAF,"Staffing 360 Solutions, Inc.",Industrials,Staffing & Employment Services,USA,16.13M,0.09,0.92,,,
STAY,"Extended Stay America, Inc.",Consumer Cyclical,Lodging,USA,2.78B,0.49,15.33,,,
STBA,"S&T Bancorp, Inc.",Financial,Banks - Regional,USA,1.12B,0.96,28.29,,,
STCN,"Steel Connect, Inc.",Industrials,Integrated Freight & Logistics,USA,152.28M,0.24,2.47,,,
STEP,StepStone Group Inc.,Financial,Asset Management,USA,3.58B,1.87,37.28,,,
STFC,State Auto Financial Corporation,Financial,Insurance - Property & Casualty,USA,808.14M,0.66,18.23,,,
STIM,"Neuronetics, Inc.",Healthcare,Diagnostics & Research,USA,420.93M,1.61,21.27,,,
STKL,SunOpta Inc.,Consumer Defensive,Packaged Foods,Canada,1.24B,0.71,13.07,,,
STKS,"The ONE Group Hospitality, Inc.",Consumer Cyclical,Restaurants,USA,117.40M,0.23,4,,,
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,USA,8.39B,1.46,38.7,,,
STMP,Stamps.com Inc.,Technology,Software - Application,USA,4.28B,7.87,231.13,,,
STND,Standard AVB Financial Corp.,Financial,Banks - Regional,USA,156.84M,0.09,32.88,,,
STNE,StoneCo Ltd.,Technology,Software - Application,Cayman Islands,24.76B,3.12,79,,,
STOK,"Stoke Therapeutics, Inc.",Healthcare,Biotechnology,USA,2.37B,4.36,67.32,,,
STRA,"Strategic Education, Inc.",Consumer Defensive,Education & Training Services,USA,2.14B,3.93,88.85,,,
STRL,"Sterling Construction Company, Inc.",Industrials,Engineering & Construction,USA,660.91M,1.22,23.68,,,
STRM,"Streamline Health Solutions, Inc.",Healthcare,Health Information Services,USA,57.17M,0.08,1.7,,,
STRO,"Sutro Biopharma, Inc.",Healthcare,Biotechnology,USA,1.16B,1.64,27.54,,,
STRR,"Star Equity Holdings, Inc.",Healthcare,Medical Devices,USA,17.79M,0.27,3.86,,,
STRRP,"Star Equity Holdings, Inc.",Healthcare,Medical Devices,USA,-,0.51,10.48,,,
STRS,Stratus Properties Inc.,Real Estate,Real Estate - Diversified,USA,209.74M,1.24,24.88,,,
STRT,Strattec Security Corporation,Consumer Cyclical,Auto Parts,USA,190.22M,2.97,47.2,,,
STSA,"Satsuma Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,101.84M,0.39,6.21,,,
STTK,"Shattuck Labs, Inc.",Healthcare,Biotechnology,USA,2.15B,4.96,50,,,
STWO,ACON S2 Acquisition Corp.,Financial,Shell Companies,USA,267.00M,0.24,10.68,,,
STWOU,ACON S2 Acquisition Corp.,Financial,Shell Companies,USA,-,0.37,11.49,,,
STX,Seagate Technology plc,Technology,Computer Hardware,Ireland,15.27B,1.63,60,,,
STXB,"Spirit of Texas Bancshares, Inc.",Financial,Banks - Regional,USA,320.92M,0.66,18.08,,,
SUMO,"Sumo Logic, Inc.",Technology,Software - Application,USA,3.51B,2.23,34.01,,,
SUMR,"Summer Infant, Inc.",Consumer Defensive,Household & Personal Products,USA,35.57M,0.61,16.78,,,
SUNS,Solar Senior Capital Ltd.,Financial,Asset Management,USA,242.18M,0.33,15.09,,,
SUNW,"Sunworks, Inc.",Technology,Solar,USA,419.53M,2.17,22.9,,,
SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.55B,1.2,29.94,,,
SURF,"Surface Oncology, Inc.",Healthcare,Biotechnology,USA,526.01M,1.08,13.31,,,
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.03,26.16,,,
SUSC,iShares ESG USD Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,0.09,27.96,,,
SUSL,iShares ESG MSCI USA Leaders ETF,Financial,Exchange Traded Fund,USA,-,0.61,66.3,,,
SV,Spring Valley Acquisition Corp.,Financial,Shell Companies,USA,254.15M,0.29,11.05,,,
SVAC,Starboard Value Acquisition Corp.,Financial,Shell Companies,USA,1.02B,0.4,10.98,,,
SVACU,Starboard Value Acquisition Corp.,Financial,Shell Companies,USA,-,0.35,11.26,,,
SVBI,"Severn Bancorp, Inc.",Financial,Banks - Regional,USA,98.92M,0.23,7.71,,,
SVC,Service Properties Trust,Real Estate,REIT - Hotel & Motel,USA,1.88B,0.51,11.08,,,
SVMK,SVMK Inc.,Technology,Software - Application,USA,3.91B,0.93,26.57,,,
SVOKU,Seven Oaks Acquisition Corp.,Financial,Shell Companies,USA,-,0.18,10.7,,,
SVRA,Savara Inc.,Healthcare,Biotechnology,USA,90.86M,0.11,1.79,,,
SVSVU,Spring Valley Acquisition Corp.,Financial,Shell Companies,USA,-,0.36,11.88,,,
SVVC,"Firsthand Technology Value Fund, Inc.",Financial,Asset Management,USA,35.50M,0.19,5.15,,,
SWAV,"ShockWave Medical, Inc.",Healthcare,Medical Devices,USA,4.46B,6.21,129.98,,,
SWBI,"Smith & Wesson Brands, Inc.",Industrials,Aerospace & Defense,USA,1.02B,1.3,17.87,,,
SWIR,"Sierra Wireless, Inc.",Technology,Communication Equipment,Canada,790.77M,1.02,21.5,,,
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,USA,27.84B,5.07,161.27,,,
SWTX,"SpringWorks Therapeutics, Inc.",Healthcare,Biotechnology,USA,3.89B,5.54,85.29,,,
SXTC,"China SXT Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,China,45.22M,0.08,0.67,,,
SY,So-Young International Inc.,Healthcare,Health Information Services,China,1.41B,0.71,13.23,,,
SYBT,"Stock Yards Bancorp, Inc.",Financial,Banks - Regional,USA,985.78M,1.38,42.86,,,
SYBX,"Synlogic, Inc.",Healthcare,Biotechnology,USA,131.98M,0.3,4.09,,,
SYKE,"Sykes Enterprises, Incorporated",Technology,Information Technology Services,USA,1.66B,1.27,41.27,,,
SYNA,Synaptics Incorporated,Technology,Semiconductors,USA,3.69B,3.76,105.9,,,
SYNC,"Synacor, Inc.",Technology,Software - Infrastructure,USA,77.59M,0.11,1.82,,,
SYNH,"Syneos Health, Inc.",Healthcare,Diagnostics & Research,USA,7.95B,2.16,76.09,,,
SYNL,Synalloy Corporation,Basic Materials,Steel,USA,85.31M,0.44,8.85,,,
SYPR,"Sypris Solutions, Inc.",Consumer Cyclical,Auto Parts,USA,43.57M,0.2,2.02,,,
SYRS,"Syros Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,547.82M,1.48,12.19,,,
SYTA,Siyata Mobile Inc.,Technology,Communication Equipment,Canada,46.83M,0.73,10.23,,,
TA,TravelCenters of America Inc.,Consumer Cyclical,Specialty Retail,USA,478.00M,1.69,32.65,,,
TACO,"Del Taco Restaurants, Inc.",Consumer Cyclical,Restaurants,USA,377.32M,0.35,10.07,,,
TACT,TransAct Technologies Incorporated,Technology,Computer Hardware,USA,89.27M,0.4,10.03,,,
TAIT,Taitron Components Incorporated,Technology,Electronics & Computer Distribution,USA,19.08M,0.11,3.24,,,
TANH,Tantech Holdings Ltd,Consumer Defensive,Household & Personal Products,China,72.65M,0.15,1.86,,,
TAOP,Taoping Inc.,Technology,Software - Infrastructure,China,26.45M,0.21,3.43,,,
TARA,"Protara Therapeutics, Inc.",Healthcare,Biotechnology,USA,232.02M,1.33,19.95,,,
TARS,"Tarsus Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,841.68M,5.41,40.72,,,
TAST,"Carrols Restaurant Group, Inc.",Consumer Cyclical,Restaurants,USA,356.87M,0.31,6.9,,,
TATT,TAT Technologies Ltd.,Industrials,Aerospace & Defense,Israel,54.26M,0.41,5.86,,,
TAYD,"Taylor Devices, Inc.",Industrials,Specialty Industrial Machinery,USA,36.40M,0.23,10.4,,,
TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,USA,969.31M,0.62,17.34,,,
TBIO,"Translate Bio, Inc.",Healthcare,Biotechnology,USA,1.71B,1.66,23.03,,,
TBK,"Triumph Bancorp, Inc.",Financial,Banks - Regional,USA,1.51B,2.54,59.68,,,
TBLT,"ToughBuilt Industries, Inc.",Industrials,Tools & Accessories,USA,45.19M,0.09,1.3,,,
TBNK,Territorial Bancorp Inc.,Financial,Banks - Regional,USA,249.30M,0.63,26.16,,,
TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,Cayman Islands,1.16B,0.94,18.13,,,
TC,TuanChe Limited,Communication Services,Internet Content & Information,China,80.81M,0.37,3.83,,,
TCBI,"Texas Capital Bancshares, Inc.",Financial,Banks - Regional,USA,3.42B,2.62,66.37,,,
TCBK,TriCo Bancshares,Financial,Banks - Regional,USA,1.20B,1.25,40.37,,,
TCCO,Technical Communications Corporation,Technology,Communication Equipment,USA,7.72M,0.75,3.92,,,
TCDA,"Tricida, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,383.45M,0.44,7.45,,,
TCF,TCF Financial Corporation,Financial,Banks - Regional,USA,6.39B,1.26,41.29,,,
TCFC,The Community Financial Corporation,Financial,Banks - Regional,USA,157.84M,0.55,26.89,,,
TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Devices,USA,1.07B,2.22,52.62,,,
TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,China,19.84B,1.03,33.58,,,
TCON,"TRACON Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,178.04M,0.99,10.61,,,
TCPC,BlackRock TCP Capital Corp.,Financial,Asset Management,USA,684.63M,0.27,11.89,,,
TCRR,TCR2 Therapeutics Inc.,Healthcare,Biotechnology,USA,1.00B,2.14,29.04,,,
TCX,Tucows Inc.,Technology,Software - Infrastructure,Canada,876.24M,2.44,82.82,,,
TDAC,Trident Acquisitions Corp.,Financial,Shell Companies,USA,152.89M,0.53,12.45,,,
TDIV,First Trust NASDAQ Technology Dividend Index Fund,Financial,Exchange Traded Fund,USA,-,0.64,51.27,,,
TEAM,Atlassian Corporation Plc,Technology,Software - Application,Australia,58.69B,7.18,235.45,,,
TECH,Bio-Techne Corporation,Healthcare,Biotechnology,USA,13.35B,9.21,356.59,,,
TEDU,"Tarena International, Inc.",Consumer Defensive,Education & Training Services,China,169.06M,0.14,3.11,,,
TEKK,Tekkorp Digital Acquisition Corp.,Financial,Shell Companies,USA,262.50M,0.34,10.5,,,
TELA,"TELA Bio, Inc.",Healthcare,Medical Devices,USA,208.98M,0.96,14.8,,,
TELL,Tellurian Inc.,Energy,Oil & Gas E&P,USA,870.41M,0.3,3.3,,,
TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,USA,5.60B,2.48,53.67,,,
TENX,"Tenax Therapeutics, Inc.",Healthcare,Biotechnology,USA,31.47M,0.25,2.49,,,
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,USA,23.09B,3.61,137.95,,,
TESS,TESSCO Technologies Incorporated,Technology,Communication Equipment,USA,65.79M,0.42,7.27,,,
TFFP,"TFF Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,408.97M,1.29,17.82,,,
TFSL,TFS Financial Corporation,Financial,Banks - Regional,USA,5.42B,0.46,19.05,,,
TGA,TransGlobe Energy Corporation,Energy,Oil & Gas E&P,Canada,79.79M,0.09,1.11,,,
TGLS,Tecnoglass Inc.,Industrials,Building Products & Equipment,Colombia,341.07M,0.28,7.28,,,
TGTX,"TG Therapeutics, Inc.",Healthcare,Biotechnology,USA,6.94B,2.92,49.42,,,
TH,Target Hospitality Corp.,Energy,Oil & Gas Equipment & Services,USA,162.93M,0.1,1.58,,,
THBR,"Thunder Bridge Acquisition II, Ltd.",Financial,Shell Companies,USA,560.45M,0.7,12.7,,,
THCA,Tuscan Holdings Corp. II,Financial,Shell Companies,USA,245.03M,0.28,10.9,,,
THCB,Tuscan Holdings Corp.,Financial,Shell Companies,USA,533.32M,1.41,15.03,,,
THFF,First Financial Corporation,Financial,Banks - Regional,USA,564.71M,1.03,41.19,,,
THMO,"ThermoGenesis Holdings, Inc.",Healthcare,Medical Devices,USA,21.36M,0.2,2.65,,,
THRM,Gentherm Incorporated,Consumer Cyclical,Auto Parts,USA,2.25B,2.16,68.36,,,
THTX,Theratechnologies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,176.36M,0.2,2.29,,,
TIG,"Trean Insurance Group, Inc.",Financial,Insurance - Specialty,USA,780.58M,0.75,15.5,,,
TIGO,Millicom International Cellular S.A.,Communication Services,Telecom Services,Luxembourg,4.03B,0.83,39.95,,,
TIGR,UP Fintech Holding Limited,Financial,Capital Markets,China,2.47B,1.64,17.76,,,
TILE,"Interface, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,670.29M,0.51,11.03,,,
TIPT,Tiptree Inc.,Financial,Insurance - Specialty,USA,171.23M,0.11,5.06,,,
TITN,Titan Machinery Inc.,Industrials,Industrial Distribution,USA,523.56M,0.96,22.48,,,
TLC,"Taiwan Liposome Company, Ltd.",Healthcare,Biotechnology,Taiwan,185.14M,0.21,4.4,,,
TLGT,"Teligent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,26.37M,0.15,1.18,,,
TLMD,"SOC Telemed, Inc.",Healthcare,Medical Care Facilities,USA,657.81M,0.49,7.96,,,
TLND,Talend S.A.,Technology,Software - Infrastructure,France,1.44B,1.68,45.08,,,
TLRY,"Tilray, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,Canada,2.27B,1.63,18.02,,,
TLS,Telos Corporation,Technology,Information Technology Services,USA,2.18B,2.48,39.83,,,
TLSA,Tiziana Life Sciences PLC,Healthcare,Biotechnology,United Kingdom,386.31M,0.48,3.97,,,
TLT,iShares 20+ Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA,-,1.34,151.88,,,
TMDI,Titan Medical Inc.,Healthcare,Medical Devices,Canada,216.15M,0.3,2.63,,,
TMDX,"TransMedics Group, Inc.",Healthcare,Medical Devices,USA,634.42M,1.34,23.77,,,
TMPMU,Turmeric Acquisition Corp.,Financial,Shell Companies,USA,-,0.17,10.95,,,
TMTS,Spartacus Acquisition Corporation,Financial,Shell Companies,USA,205.40M,0.12,10.27,,,
TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,USA,158.51B,2.93,130.36,,,
TNAV,"Telenav, Inc.",Technology,Software - Application,USA,230.45M,0.04,4.79,,,
TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Devices,USA,6.11B,3.8,98.62,,,
TNXP,Tonix Pharmaceuticals Holding Corp.,Healthcare,Biotechnology,USA,286.59M,0.1,1.03,,,
TOMZ,"TOMI Environmental Solutions, Inc.",Industrials,Pollution & Treatment Controls,USA,81.30M,0.35,4.88,,,
TOPS,Top Ships Inc.,Industrials,Marine Shipping,Greece,69.62M,0.14,1.64,,,
TOUR,Tuniu Corporation,Consumer Cyclical,Travel Services,China,247.82M,0.17,2.16,,,
TOWN,TowneBank,Financial,Banks - Regional,USA,1.90B,0.9,25.73,,,
TPCO,Tribune Publishing Company,Communication Services,Publishing,USA,575.94M,0.54,15.84,,,
TPIC,"TPI Composites, Inc.",Industrials,Specialty Industrial Machinery,USA,2.72B,4.2,68.52,,,
TPTX,"Turning Point Therapeutics, Inc.",Healthcare,Biotechnology,USA,6.62B,6.59,131.96,,,
TQQQ,ProShares UltraPro QQQ,Financial,Exchange Traded Fund,USA,-,3.71,100.52,,,
TRCH,"Torchlight Energy Resources, Inc.",Energy,Oil & Gas E&P,USA,175.84M,0.18,1.65,,,
TREE,"LendingTree, Inc.",Financial,Mortgage Finance,USA,4.32B,13.41,318.04,,,
TRHC,"Tabula Rasa HealthCare, Inc.",Healthcare,Health Information Services,USA,1.31B,2.91,51.44,,,
TRIB,Trinity Biotech plc,Healthcare,Diagnostics & Research,Ireland,111.94M,0.32,4.62,,,
TRIL,Trillium Therapeutics Inc.,Healthcare,Biotechnology,Canada,1.30B,0.99,12.9,,,
TRIP,"TripAdvisor, Inc.",Consumer Cyclical,Travel Services,USA,4.64B,1.47,33.19,,,
TRIT,"Triterras, Inc.",Technology,Information Technology Services,Singapore,838.60M,1.49,7.55,,,
TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,USA,17.81B,2.17,70.76,,,
TRMD,TORM plc,Energy,Oil & Gas Midstream,United Kingdom,551.03M,0.28,7.41,,,
TRMK,Trustmark Corporation,Financial,Banks - Regional,USA,1.95B,0.9,30.52,,,
TRMT,Tremont Mortgage Trust,Real Estate,REIT - Mortgage,USA,33.21M,0.16,4.05,,,
TRNS,"Transcat, Inc.",Industrials,Industrial Distribution,USA,266.06M,1.23,37.42,,,
TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management,USA,35.85B,3.49,156.21,,,
TRS,TriMas Corporation,Industrials,Specialty Industrial Machinery,USA,1.49B,1.08,34.22,,,
TRST,TrustCo Bank Corp NY,Financial,Banks - Regional,USA,680.46M,0.2,7.08,,,
TRUE,"TrueCar, Inc.",Communication Services,Internet Content & Information,USA,544.97M,0.19,5.07,,,
TRUP,"Trupanion, Inc.",Financial,Insurance - Specialty,USA,4.35B,6.1,118.07,,,
TRVG,trivago N.V.,Communication Services,Internet Content & Information,Germany,799.66M,0.13,2.19,,,
TRVI,"Trevi Therapeutics, Inc.",Healthcare,Biotechnology,USA,54.38M,0.22,2.97,,,
TRVN,"Trevena, Inc.",Healthcare,Biotechnology,USA,356.83M,0.12,2.21,,,
TSBK,"Timberland Bancorp, Inc.",Financial,Banks - Regional,USA,231.85M,0.61,27.8,,,
TSC,"TriState Capital Holdings, Inc.",Financial,Banks - Regional,USA,588.77M,0.76,19.47,,,
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,USA,18.01B,3.49,155.62,,,
TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors,Israel,3.30B,0.98,30.23,,,
TSHA,"Taysha Gene Therapies, Inc.",Healthcare,Biotechnology,USA,1.13B,2.37,30.81,,,
TSIA,TS Innovation Acquisitions Corp.,Financial,Shell Companies,USA,310.80M,0.55,10.36,,,
TSIAU,TS Innovation Acquisitions Corp.,Financial,Shell Companies,USA,-,0.27,11.32,,,
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,USA,802.53B,34.05,846.64,,,
TSRI,"TSR, Inc.",Technology,Software - Application,USA,14.11M,0.42,7.06,,,
TTCF,"Tattooed Chef, Inc.",Consumer Defensive,Packaged Foods,USA,1.86B,1.58,24.54,,,
TTD,"The Trade Desk, Inc.",Technology,Software - Application,USA,37.69B,33.13,812.96,,,
TTEC,"TTEC Holdings, Inc.",Technology,Information Technology Services,USA,3.95B,2.91,82.89,,,
TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,USA,7.75B,4.34,142.42,,,
TTGT,"TechTarget, Inc.",Communication Services,Internet Content & Information,USA,2.04B,2.8,72.44,,,
TTMI,"TTM Technologies, Inc.",Technology,Electronic Components,USA,1.53B,0.29,14.17,,,
TTNP,"Titan Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,23.16M,0.2,3.19,,,
TTOO,"T2 Biosystems, Inc.",Healthcare,Diagnostics & Research,USA,272.12M,0.14,1.87,,,
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,23.44B,5.71,204.66,,,
TUR,iShares MSCI Turkey ETF,Financial,Exchange Traded Fund,USA,-,0.55,27.99,,,
TURN,180 Degree Capital Corp.,Financial,Asset Management,USA,70.13M,0.33,6.61,,,
TUSK,"Mammoth Energy Services, Inc.",Energy,Oil & Gas Equipment & Services,USA,220.15M,0.47,4.79,,,
TVACU,Thayer Ventures Acquisition Corporation,Financial,Shell Companies,USA,-,0.18,10.83,,,
TVTY,"Tivity Health, Inc.",Healthcare,Medical Care Facilities,USA,1.09B,0.79,21.96,,,
TW,Tradeweb Markets Inc.,Financial,Capital Markets,USA,14.62B,1.68,64.32,,,
TWIN,"Twin Disc, Incorporated",Industrials,Specialty Industrial Machinery,USA,129.42M,0.48,8.95,,,
TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,USA,1.88B,0.32,14.07,,,
TWOU,"2U, Inc.",Consumer Defensive,Education & Training Services,USA,3.28B,2.39,43.97,,,
TWST,Twist Bioscience Corporation,Healthcare,Diagnostics & Research,USA,9.68B,14.64,190.64,,,
TXG,"10x Genomics, Inc.",Healthcare,Health Information Services,USA,20.15B,8.31,187,,,
TXMD,"TherapeuticsMD, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,469.25M,0.08,1.5,,,
TXN,Texas Instruments Incorporated,Technology,Semiconductors,USA,160.99B,3.13,172.81,,,
TXRH,"Texas Roadhouse, Inc.",Consumer Cyclical,Restaurants,USA,5.52B,2.36,79.71,,,
